id	query_id	chunk_id	label
1183	30	680	Irrelevant
1184	30	815	Exact
1185	30	841	Irrelevant
1186	30	887	Partial
1187	30	986	Exact
1188	30	1012	Exact
1189	30	1046	Irrelevant
1190	30	1084	Partial
1191	30	1091	Irrelevant
1192	30	1092	Irrelevant
1193	30	1166	Partial
1194	30	1189	Irrelevant
1195	30	1256	Irrelevant
1196	30	1257	Partial
1197	30	1258	Irrelevant
1198	30	1287	Partial
1199	30	1288	Partial
1200	30	1289	Irrelevant
1201	30	1290	Irrelevant
1202	30	1304	Irrelevant
1203	30	1311	Irrelevant
1204	30	1345	Irrelevant
1205	30	1385	Irrelevant
1206	30	1391	Partial
1207	30	1486	Partial
1208	30	1496	Partial
1209	30	1555	Partial
1210	30	1607	Partial
1211	30	1622	Partial
1212	30	1701	Partial
1213	30	1721	Partial
1214	30	1756	Irrelevant
1215	31	5	Irrelevant
1216	31	44	Irrelevant
1217	31	94	Irrelevant
1218	31	105	Irrelevant
1219	31	160	Irrelevant
1220	31	232	Partial
1221	31	233	Irrelevant
1222	31	311	Irrelevant
1223	31	317	Partial
1224	31	356	Irrelevant
1225	31	394	Irrelevant
1226	31	541	Partial
1227	31	544	Irrelevant
1228	31	564	Partial
1229	31	565	Partial
1230	31	576	Exact
1231	31	577	Exact
1232	31	728	Irrelevant
1233	31	753	Irrelevant
1234	31	922	Exact
1235	31	923	Exact
1236	31	924	Exact
1237	31	937	Irrelevant
1238	31	952	Irrelevant
1239	31	977	Irrelevant
1240	31	1055	Irrelevant
1241	31	1077	Irrelevant
1242	31	1084	Irrelevant
1243	31	1097	Irrelevant
1244	31	1103	Irrelevant
1245	31	1108	Irrelevant
1246	31	1406	Irrelevant
1247	31	1409	Irrelevant
1248	31	1489	Irrelevant
1249	31	1531	Partial
1250	31	1596	Partial
1251	31	1599	Partial
1252	31	1600	Partial
1253	31	1604	Partial
1254	31	1611	Partial
1255	31	1613	Partial
1256	31	1615	Partial
1257	31	1616	Partial
1258	31	1631	Irrelevant
1259	31	1640	Irrelevant
1260	31	1653	Irrelevant
1261	31	1666	Irrelevant
1262	31	1668	Irrelevant
1263	32	32	Irrelevant
1264	32	67	Irrelevant
1265	32	121	Irrelevant
1266	32	129	Partial
1267	32	254	Irrelevant
1268	32	282	Irrelevant
1269	32	354	Exact
1270	32	391	Irrelevant
1271	32	439	Irrelevant
1272	32	566	Partial
1273	32	572	Irrelevant
1274	32	579	Partial
1275	32	601	Exact
1276	32	614	Exact
1277	32	617	Exact
1278	32	709	Partial
1279	32	716	Partial
1280	32	768	Partial
1281	32	857	Exact
1282	32	881	Partial
1283	32	882	Partial
1284	32	934	Partial
1285	32	940	Irrelevant
1286	32	945	Irrelevant
1287	32	946	Partial
1288	32	947	Irrelevant
1289	32	950	Partial
1290	32	1013	Partial
1291	32	1014	Exact
1292	32	1064	Partial
1293	32	1066	Partial
1294	32	1103	Partial
1295	32	1172	Exact
1296	32	1311	Irrelevant
1297	32	1338	Irrelevant
1298	32	1519	Partial
1299	32	1570	Partial
1300	32	1610	Irrelevant
1301	32	1642	Irrelevant
1302	32	1665	Exact
1303	32	1666	Partial
1304	32	1667	Exact
1305	32	1668	Partial
1306	32	1770	Irrelevant
1307	33	14	Partial
1308	33	15	Partial
1309	33	99	Irrelevant
1310	33	100	Irrelevant
1311	33	144	Irrelevant
1312	33	355	Exact
1313	33	356	Partial
1314	33	357	Partial
1315	33	578	Irrelevant
1316	33	597	Partial
1317	33	608	Irrelevant
1318	33	627	Irrelevant
1319	33	702	Irrelevant
1320	33	780	Partial
1321	33	803	Partial
1322	33	841	Irrelevant
1323	33	859	Irrelevant
1324	33	886	Irrelevant
1325	33	931	Irrelevant
1326	33	947	Irrelevant
1327	33	959	Irrelevant
1328	33	1008	Irrelevant
1329	33	1021	Partial
1330	33	1086	Partial
1331	33	1087	Exact
1332	33	1104	Partial
1333	33	1112	Irrelevant
1334	33	1175	Partial
1335	33	1243	Irrelevant
1336	33	1251	Exact
1337	33	1274	Partial
1338	33	1362	Partial
1339	33	1396	Irrelevant
1340	33	1478	Exact
1341	33	1479	Exact
1342	33	1480	Partial
1343	33	1481	Partial
1344	33	1503	Irrelevant
1345	33	1511	Partial
1346	33	1513	Partial
1347	33	1537	Partial
1348	33	1585	Irrelevant
1349	33	1610	Partial
1350	33	1620	Irrelevant
1351	33	1621	Irrelevant
1352	33	1650	Irrelevant
1353	33	1664	Partial
1354	33	1690	Partial
1355	34	45	Irrelevant
1356	34	248	Irrelevant
1357	34	249	Irrelevant
1358	34	255	Partial
1359	34	295	Irrelevant
1360	34	296	Irrelevant
1361	34	298	Partial
1362	34	299	Partial
1363	34	324	Irrelevant
1364	34	328	Irrelevant
1365	34	330	Irrelevant
1366	34	367	Exact
1367	34	406	Irrelevant
1368	34	407	Irrelevant
1369	34	507	Partial
1370	34	508	Partial
1371	34	509	Partial
1372	34	515	Irrelevant
1373	34	516	Irrelevant
1374	34	750	Irrelevant
1375	34	756	Irrelevant
1376	34	782	Irrelevant
1377	34	789	Exact
1378	34	828	Partial
1379	34	866	Irrelevant
1380	34	887	Exact
1381	34	1013	Irrelevant
1382	34	1014	Irrelevant
1383	34	1077	Irrelevant
1384	34	1089	Irrelevant
1385	34	1090	Partial
1386	34	1091	Partial
1387	34	1092	Irrelevant
1388	34	1093	Partial
1389	34	1094	Irrelevant
1390	34	1095	Partial
1391	34	1096	Partial
1392	34	1106	Partial
1393	34	1161	Irrelevant
1394	34	1251	Irrelevant
1395	34	1304	Irrelevant
1396	34	1420	Irrelevant
1397	34	1556	Partial
1398	34	1636	Partial
1399	34	1642	Partial
1400	34	1734	Irrelevant
1401	34	1737	Irrelevant
1402	35	94	Irrelevant
1403	35	131	Irrelevant
1404	35	156	Irrelevant
1405	35	296	Irrelevant
1406	35	298	Irrelevant
1407	35	299	Irrelevant
1408	35	324	Irrelevant
1409	35	348	Exact
1410	35	349	Exact
1411	35	350	Exact
1412	35	351	Exact
1413	35	352	Exact
1414	35	353	Exact
1415	35	354	Exact
1416	35	399	Irrelevant
1417	35	406	Irrelevant
1418	35	407	Irrelevant
1419	35	408	Irrelevant
1420	35	507	Partial
1421	35	508	Partial
1422	35	509	Partial
1423	35	515	Irrelevant
1424	35	516	Irrelevant
1425	35	594	Irrelevant
1426	35	621	Irrelevant
1427	35	714	Irrelevant
1428	35	723	Irrelevant
1429	35	792	Irrelevant
1430	35	802	Partial
1431	35	895	Irrelevant
1432	35	1013	Irrelevant
1433	35	1091	Partial
1434	35	1094	Irrelevant
1435	35	1140	Irrelevant
1436	35	1145	Exact
1437	35	1151	Irrelevant
1438	35	1187	Irrelevant
1439	35	1304	Irrelevant
1440	35	1379	Partial
1441	35	1389	Irrelevant
1442	35	1391	Partial
1443	35	1588	Irrelevant
1444	35	1641	Irrelevant
1445	35	1644	Irrelevant
1446	36	2	Partial
1447	36	17	Exact
1448	36	19	Irrelevant
1449	36	27	Exact
1450	36	69	Partial
1451	36	71	Irrelevant
1452	36	72	Partial
1453	36	94	Irrelevant
1454	36	140	Irrelevant
1455	36	247	Irrelevant
1456	36	278	Irrelevant
1457	36	356	Irrelevant
1458	36	365	Exact
1459	36	448	Irrelevant
1460	36	595	Exact
1461	36	720	Irrelevant
1462	36	721	Partial
1463	36	722	Irrelevant
1464	36	737	Irrelevant
1465	36	789	Irrelevant
1466	36	799	Exact
1467	36	811	Partial
1468	36	837	Irrelevant
1469	36	880	Irrelevant
1470	36	925	Irrelevant
1471	36	927	Irrelevant
1472	36	1015	Partial
1473	36	1020	Irrelevant
1474	36	1106	Irrelevant
1475	36	1168	Partial
1476	36	1178	Irrelevant
1477	36	1179	Irrelevant
1478	36	1180	Partial
1479	36	1339	Irrelevant
1480	36	1632	Partial
1481	36	1663	Partial
1482	36	1715	Exact
1483	36	1716	Exact
1484	36	1717	Exact
1485	36	1719	Exact
1486	36	1720	Exact
1487	36	1728	Irrelevant
1488	37	244	Partial
1489	37	280	Exact
1490	37	298	Irrelevant
1491	37	299	Irrelevant
1492	37	308	Exact
1493	37	310	Exact
1494	37	311	Exact
1495	37	312	Exact
1496	37	324	Irrelevant
1497	37	326	Irrelevant
1498	37	330	Irrelevant
1499	37	391	Irrelevant
1500	37	399	Partial
1501	37	400	Partial
1502	37	405	Exact
1503	37	407	Irrelevant
1504	37	408	Partial
1505	37	429	Exact
1506	37	508	Partial
1507	37	509	Exact
1508	37	515	Partial
1509	37	516	Irrelevant
1510	37	517	Exact
1511	37	533	Irrelevant
1512	37	547	Irrelevant
1513	37	548	Irrelevant
1514	37	550	Exact
1515	37	714	Irrelevant
1516	37	894	Exact
1517	37	931	Irrelevant
1518	37	988	Exact
1519	37	1076	Partial
1520	37	1077	Irrelevant
1521	37	1117	Exact
1522	37	1171	Exact
1523	37	1359	Irrelevant
1524	37	1406	Irrelevant
1525	37	1539	Partial
1526	37	1546	Irrelevant
1527	37	1725	Irrelevant
1528	38	20	Partial
1529	38	66	Irrelevant
1530	38	84	Partial
1531	38	130	Irrelevant
1532	38	131	Irrelevant
1533	38	132	Irrelevant
1534	38	137	Irrelevant
1535	38	139	Irrelevant
1536	38	248	Irrelevant
1537	38	249	Irrelevant
1538	38	251	Irrelevant
1539	38	252	Irrelevant
1540	38	253	Irrelevant
1541	38	255	Irrelevant
1542	38	277	Irrelevant
1543	38	347	Partial
1544	38	357	Partial
1545	38	454	Irrelevant
1546	38	578	Irrelevant
1547	38	625	Irrelevant
1548	38	696	Irrelevant
1549	38	779	Exact
1550	38	789	Irrelevant
1551	38	829	Irrelevant
1552	38	834	Irrelevant
1553	38	847	Irrelevant
1554	38	866	Irrelevant
1555	38	927	Irrelevant
1556	38	928	Irrelevant
1557	38	931	Irrelevant
1558	38	1013	Partial
1559	38	1128	Irrelevant
1560	38	1249	Partial
1561	38	1309	Irrelevant
1562	38	1334	Irrelevant
1563	38	1392	Partial
1564	38	1453	Irrelevant
1565	38	1505	Irrelevant
1566	38	1567	Partial
1567	38	1568	Exact
1568	38	1610	Partial
1569	38	1630	Partial
1570	38	1633	Partial
1571	38	1635	Irrelevant
1572	38	1714	Irrelevant
1573	39	99	Partial
1574	39	100	Partial
1575	39	128	Partial
1576	39	247	Partial
1577	39	354	Irrelevant
1578	39	365	Irrelevant
1579	39	384	Irrelevant
1580	39	387	Irrelevant
1581	39	393	Irrelevant
1582	39	422	Partial
1583	39	451	Partial
1584	39	595	Partial
1585	39	599	Partial
1586	39	617	Irrelevant
1587	39	768	Partial
1588	39	788	Partial
1589	39	819	Partial
1590	39	859	Irrelevant
1591	39	860	Partial
1592	39	862	Partial
1593	39	866	Exact
1594	39	888	Partial
1595	39	896	Irrelevant
1596	39	1013	Exact
1597	39	1153	Exact
1598	39	1162	Exact
1599	39	1351	Partial
1600	39	1382	Exact
1601	39	1491	Partial
1602	39	1506	Irrelevant
1603	39	1507	Partial
1604	39	1619	Partial
1605	39	1621	Partial
1606	39	1645	Partial
1607	39	1646	Partial
1608	39	1709	Exact
1609	39	1710	Exact
1610	39	1713	Exact
1611	39	1714	Partial
1612	39	1720	Exact
1613	40	39	Irrelevant
1614	40	76	Irrelevant
1615	40	79	Irrelevant
1616	40	84	Irrelevant
1617	40	100	Irrelevant
1618	40	164	Irrelevant
1619	40	254	Irrelevant
1620	40	354	Irrelevant
1621	40	391	Irrelevant
1622	40	511	Irrelevant
1623	40	596	Irrelevant
1624	40	598	Partial
1625	40	614	Partial
1626	40	709	Irrelevant
1627	40	718	Irrelevant
1628	40	836	Partial
1629	40	837	Exact
1630	40	838	Exact
1631	40	839	Exact
1632	40	840	Exact
1633	40	850	Partial
1634	40	852	Exact
1635	40	853	Partial
1636	40	882	Irrelevant
1637	40	897	Irrelevant
1638	40	911	Partial
1639	40	912	Partial
1640	40	913	Partial
1641	40	915	Partial
1642	40	927	Irrelevant
1643	40	973	Irrelevant
1644	40	1066	Irrelevant
1645	40	1076	Irrelevant
1646	40	1077	Irrelevant
1647	40	1104	Irrelevant
1648	40	1109	Irrelevant
1649	40	1157	Exact
1650	40	1158	Partial
1651	40	1180	Irrelevant
1652	40	1540	Irrelevant
1653	40	1547	Irrelevant
1654	40	1640	Irrelevant
1655	40	1642	Partial
1656	40	1665	Partial
1657	40	1666	Partial
1658	40	1667	Partial
1659	40	1770	Irrelevant
1660	41	100	Partial
1661	41	153	Partial
1662	41	179	Irrelevant
1663	41	593	Irrelevant
1664	41	599	Irrelevant
1665	41	608	Exact
1666	41	610	Partial
1667	41	611	Partial
1668	41	613	Partial
1669	41	615	Partial
1670	41	616	Irrelevant
1671	41	617	Partial
1672	41	621	Partial
1673	41	624	Partial
1674	41	625	Partial
1675	41	727	Irrelevant
1676	41	765	Irrelevant
1677	41	780	Irrelevant
1678	41	788	Partial
1679	41	866	Partial
1680	41	1026	Exact
1681	41	1089	Exact
1682	41	1153	Irrelevant
1683	41	1287	Exact
1684	41	1290	Irrelevant
1685	41	1309	Partial
1686	41	1348	Exact
1687	41	1349	Exact
1688	41	1350	Partial
1689	41	1351	Exact
1690	41	1352	Partial
1691	41	1353	Exact
1692	41	1388	Partial
1693	41	1435	Partial
1694	41	1505	Partial
1695	41	1506	Partial
1696	41	1507	Exact
1697	41	1508	Exact
1698	41	1537	Irrelevant
1699	41	1616	Partial
1700	41	1621	Irrelevant
1701	42	11	Partial
1702	42	23	Partial
1703	42	71	Irrelevant
1704	42	95	Partial
1705	42	119	Partial
1706	42	123	Irrelevant
1707	42	234	Irrelevant
1708	42	235	Partial
1709	42	247	Partial
1710	42	262	Partial
1711	42	263	Partial
1712	42	271	Irrelevant
1713	42	331	Partial
1714	42	386	Partial
1715	42	387	Partial
1716	42	396	Partial
1717	42	412	Partial
1718	42	417	Partial
1719	42	423	Irrelevant
1720	42	435	Partial
1721	42	720	Partial
1722	42	721	Irrelevant
1723	42	722	Exact
1724	42	731	Partial
1725	42	733	Partial
1726	42	735	Irrelevant
1727	42	737	Irrelevant
1728	42	762	Partial
1729	42	768	Irrelevant
1730	42	775	Partial
1731	42	1017	Partial
1732	42	1039	Irrelevant
1733	42	1116	Irrelevant
1734	42	1154	Irrelevant
1735	42	1170	Irrelevant
1736	42	1175	Irrelevant
1737	42	1180	Partial
1738	42	1189	Irrelevant
1739	42	1369	Partial
1740	42	1635	Irrelevant
1741	43	15	Irrelevant
1742	43	27	Partial
1743	43	32	Irrelevant
1744	43	49	Exact
1745	43	54	Partial
1746	43	55	Partial
1747	43	57	Partial
1748	43	64	Partial
1749	43	68	Partial
1750	43	248	Exact
1751	43	249	Exact
1752	43	251	Partial
1753	43	253	Partial
1754	43	254	Partial
1755	43	255	Exact
1756	43	366	Irrelevant
1757	43	487	Partial
1758	43	590	Irrelevant
1759	43	777	Irrelevant
1760	43	833	Partial
1761	43	843	Partial
1762	43	845	Exact
1763	43	847	Partial
1764	43	887	Exact
1765	43	931	Partial
1766	43	932	Partial
1767	43	933	Partial
1768	43	1014	Exact
1769	43	1090	Irrelevant
1770	43	1128	Irrelevant
1771	43	1129	Partial
1772	43	1152	Irrelevant
1773	43	1162	Partial
1774	43	1163	Partial
1775	43	1164	Exact
1776	43	1167	Partial
1777	43	1710	Exact
1778	43	1711	Irrelevant
1779	43	1712	Exact
1780	43	1713	Partial
1781	43	1714	Partial
1782	43	1721	Exact
1783	44	27	Exact
1784	44	28	Exact
1785	44	29	Exact
1786	44	32	Partial
1787	44	41	Partial
1788	44	45	Exact
1789	44	63	Partial
1790	44	65	Partial
1791	44	66	Partial
1792	44	130	Exact
1793	44	131	Partial
1794	44	132	Exact
1795	44	137	Partial
1796	44	248	Exact
1797	44	249	Exact
1798	44	250	Exact
1799	44	251	Exact
1800	44	252	Exact
1801	44	253	Partial
1802	44	254	Partial
1803	44	255	Exact
1804	44	528	Partial
1805	44	597	Exact
1806	44	599	Exact
1807	44	828	Partial
1808	44	829	Irrelevant
1809	44	831	Irrelevant
1810	44	866	Irrelevant
1811	44	887	Partial
1812	44	928	Irrelevant
1813	44	1014	Partial
1814	44	1024	Exact
1815	44	1028	Exact
1816	44	1167	Exact
1817	44	1663	Partial
1818	44	1713	Exact
1819	44	1715	Partial
1820	44	1716	Exact
1821	44	1718	Exact
1822	45	232	Exact
1823	45	233	Exact
1824	45	415	Irrelevant
1825	45	540	Exact
1826	45	565	Partial
1827	45	576	Partial
1828	45	602	Irrelevant
1829	45	615	Exact
1830	45	825	Partial
1831	45	923	Exact
1832	45	924	Partial
1833	45	1293	Partial
1834	45	1294	Partial
1835	45	1295	Partial
1836	45	1296	Partial
1837	45	1399	Partial
1838	45	1400	Partial
1839	45	1401	Partial
1840	45	1402	Partial
1841	45	1416	Irrelevant
1842	45	1456	Partial
1843	45	1457	Partial
1844	45	1458	Partial
1845	45	1459	Partial
1846	45	1488	Irrelevant
1847	45	1594	Partial
1848	45	1596	Exact
1849	45	1598	Partial
1850	45	1599	Partial
1851	45	1600	Partial
1852	45	1602	Exact
1853	45	1608	Partial
1854	45	1609	Exact
1855	45	1611	Exact
1856	45	1612	Partial
1857	45	1613	Partial
1858	45	1615	Partial
1859	45	1616	Exact
1860	45	1660	Partial
1861	46	3	Irrelevant
1862	46	5	Irrelevant
1863	46	6	Irrelevant
1864	46	66	Irrelevant
1865	46	67	Irrelevant
1866	46	100	Partial
1867	46	264	Irrelevant
1868	46	381	Irrelevant
1869	46	396	Partial
1870	46	435	Partial
1871	46	449	Partial
1872	46	450	Partial
1873	46	451	Exact
1874	46	452	Partial
1875	46	479	Partial
1876	46	490	Irrelevant
1877	46	495	Partial
1878	46	788	Partial
1879	46	794	Irrelevant
1880	46	820	Exact
1881	46	836	Partial
1882	46	841	Partial
1883	46	861	Exact
1884	46	888	Partial
1885	46	890	Partial
1886	46	896	Partial
1887	46	897	Partial
1888	46	898	Partial
1889	46	910	Partial
1890	46	1017	Irrelevant
1891	46	1035	Irrelevant
1892	46	1037	Irrelevant
1893	46	1131	Exact
1894	46	1244	Partial
1895	46	1382	Partial
1896	46	1491	Partial
1897	46	1492	Partial
1898	46	1529	Partial
1899	46	1563	Irrelevant
1900	46	1571	Irrelevant
1901	46	1621	Partial
1902	46	1680	Irrelevant
1903	46	1682	Partial
1904	46	1723	Partial
1905	47	143	Irrelevant
1906	47	150	Irrelevant
1907	47	153	Partial
1908	47	167	Partial
1909	47	170	Irrelevant
1910	47	174	Partial
1911	47	256	Irrelevant
1912	47	257	Partial
1913	47	258	Irrelevant
1914	47	269	Irrelevant
1915	47	275	Partial
1916	47	312	Irrelevant
1917	47	318	Exact
1918	47	336	Irrelevant
1919	47	337	Partial
1920	47	338	Irrelevant
1921	47	340	Partial
1922	47	343	Partial
1923	47	344	Partial
1924	47	351	Irrelevant
1925	47	360	Partial
1926	47	567	Exact
1927	47	599	Irrelevant
1928	47	624	Partial
1929	47	659	Irrelevant
1930	47	707	Irrelevant
1931	47	805	Irrelevant
1932	47	889	Partial
1933	47	895	Irrelevant
1934	47	905	Exact
1935	47	1286	Partial
1936	47	1290	Irrelevant
1937	47	1336	Irrelevant
1938	47	1375	Partial
1939	47	1376	Irrelevant
1940	47	1386	Irrelevant
1941	47	1388	Partial
1942	47	1389	Partial
1943	47	1582	Irrelevant
1944	47	1617	Irrelevant
1945	47	1669	Exact
1946	48	174	Exact
1947	48	179	Partial
1948	48	256	Irrelevant
1949	48	275	Exact
1950	48	332	Partial
1951	48	338	Partial
1952	48	341	Partial
1953	48	345	Irrelevant
1954	48	346	Partial
1955	48	351	Irrelevant
1956	48	472	Partial
1957	48	659	Partial
1958	48	800	Partial
1959	48	1107	Irrelevant
1960	48	1250	Irrelevant
1961	48	1258	Partial
1962	48	1285	Partial
1963	48	1288	Partial
1964	48	1289	Partial
1965	48	1384	Partial
1966	48	1386	Irrelevant
1967	48	1390	Partial
1968	48	1397	Irrelevant
1969	48	1398	Irrelevant
1970	48	1419	Partial
1971	48	1426	Irrelevant
1972	48	1429	Irrelevant
1973	48	1430	Irrelevant
1974	48	1432	Irrelevant
1975	48	1433	Irrelevant
1976	48	1446	Irrelevant
1977	48	1448	Irrelevant
1978	48	1452	Partial
1979	48	1455	Irrelevant
1980	48	1463	Irrelevant
1981	48	1511	Irrelevant
1982	48	1550	Partial
1983	48	1554	Irrelevant
1984	48	1623	Partial
1985	48	1637	Partial
1986	49	226	Irrelevant
1987	49	292	Irrelevant
1988	49	332	Partial
1989	49	333	Partial
1990	49	334	Partial
1991	49	425	Irrelevant
1992	49	445	Partial
1993	49	483	Irrelevant
1994	49	513	Irrelevant
1995	49	522	Irrelevant
1996	49	640	Partial
1997	49	779	Irrelevant
1998	49	859	Partial
1999	49	965	Irrelevant
2000	49	1091	Partial
2001	49	1099	Irrelevant
2002	49	1100	Irrelevant
2003	49	1102	Irrelevant
2004	49	1113	Irrelevant
2005	49	1256	Partial
2006	49	1257	Exact
2007	49	1258	Partial
2008	49	1265	Irrelevant
2009	49	1286	Exact
2010	49	1287	Irrelevant
2011	49	1288	Partial
2012	49	1289	Exact
2013	49	1290	Partial
2014	49	1297	Partial
2015	49	1298	Partial
2016	49	1299	Partial
2017	49	1344	Irrelevant
2018	49	1385	Irrelevant
2019	49	1397	Irrelevant
2020	49	1405	Irrelevant
2021	49	1408	Irrelevant
2022	49	1460	Irrelevant
2023	49	1495	Irrelevant
2024	49	1584	Irrelevant
2025	49	1606	Irrelevant
2026	49	1607	Irrelevant
2027	49	1644	Irrelevant
2028	49	1656	Partial
2029	49	1659	Partial
2030	49	1694	Irrelevant
2031	50	62	Irrelevant
2032	50	197	Irrelevant
2033	50	201	Irrelevant
2034	50	261	Partial
2035	50	355	Exact
2036	50	356	Irrelevant
2037	50	357	Partial
2038	50	358	Partial
2039	50	359	Partial
2040	50	443	Partial
2041	50	455	Irrelevant
2042	50	662	Partial
2043	50	663	Partial
2044	50	671	Irrelevant
2045	50	672	Partial
2046	50	685	Partial
2047	50	886	Partial
2048	50	936	Partial
2049	50	1021	Exact
2050	50	1023	Irrelevant
2051	50	1104	Partial
2052	50	1115	Exact
2053	50	1175	Partial
2054	50	1180	Irrelevant
2055	50	1250	Exact
2056	50	1251	Partial
2057	50	1268	Irrelevant
2058	50	1272	Partial
2059	50	1277	Partial
2060	50	1356	Partial
2061	50	1361	Irrelevant
2062	50	1363	Partial
2063	50	1374	Partial
2064	50	1447	Partial
2065	50	1478	Partial
2066	50	1479	Exact
2067	50	1481	Exact
2068	50	1482	Exact
2069	50	1511	Partial
2070	50	1512	Partial
2071	50	1594	Irrelevant
2072	50	1615	Irrelevant
2073	50	1635	Partial
2074	50	1700	Partial
2075	51	148	Irrelevant
2076	51	232	Exact
2077	51	305	Irrelevant
2078	51	307	Irrelevant
2079	51	540	Partial
2080	51	541	Partial
2081	51	542	Partial
2082	51	584	Irrelevant
2083	51	586	Irrelevant
2084	51	587	Partial
2085	51	611	Partial
2086	51	612	Irrelevant
2087	51	613	Partial
2088	51	614	Partial
2089	51	615	Exact
2090	51	616	Partial
2091	51	617	Partial
2092	51	618	Partial
2093	51	619	Exact
2094	51	620	Irrelevant
2095	51	621	Partial
2096	51	622	Exact
2097	51	625	Partial
2098	51	709	Irrelevant
2099	51	923	Exact
2100	51	934	Partial
2101	51	1103	Irrelevant
2102	51	1186	Irrelevant
2103	51	1348	Partial
2104	51	1349	Irrelevant
2105	51	1353	Partial
2106	51	1355	Irrelevant
2107	51	1608	Irrelevant
2108	51	1609	Exact
2109	51	1616	Irrelevant
2110	51	1666	Partial
2111	51	1667	Partial
2112	51	1756	Partial
2113	51	1764	Irrelevant
2114	52	1	Partial
2115	52	110	Exact
2116	52	113	Partial
2117	52	114	Exact
2118	52	117	Partial
2119	52	118	Irrelevant
2120	52	120	Partial
2121	52	122	Exact
2122	52	124	Irrelevant
2123	52	125	Irrelevant
2124	52	434	Partial
2125	52	592	Partial
2126	52	734	Partial
2127	52	735	Partial
2128	52	736	Exact
2129	52	737	Exact
2130	52	762	Partial
2131	52	770	Exact
2132	52	771	Partial
2133	52	772	Exact
2134	52	773	Partial
2135	52	844	Irrelevant
2136	52	870	Partial
2137	52	885	Irrelevant
2138	52	1023	Exact
2139	52	1039	Partial
2140	52	1126	Exact
2141	52	1169	Irrelevant
2142	52	1561	Partial
2143	52	1562	Partial
2144	52	1563	Exact
2145	52	1564	Exact
2146	52	1565	Partial
2147	53	129	Irrelevant
2148	53	348	Exact
2149	53	351	Exact
2150	53	365	Irrelevant
2151	53	368	Partial
2152	53	585	Exact
2153	53	589	Irrelevant
2154	53	593	Irrelevant
2155	53	595	Irrelevant
2156	53	601	Irrelevant
2157	53	617	Partial
2158	53	724	Irrelevant
2159	53	768	Exact
2160	53	777	Partial
2161	53	779	Irrelevant
2162	53	780	Irrelevant
2163	53	783	Irrelevant
2164	53	784	Irrelevant
2165	53	882	Irrelevant
2166	53	889	Exact
2167	53	895	Irrelevant
2168	53	899	Irrelevant
2169	53	919	Partial
2170	53	934	Irrelevant
2171	53	967	Irrelevant
2172	53	1013	Exact
2173	53	1014	Exact
2174	53	1090	Irrelevant
2175	53	1092	Irrelevant
2176	53	1094	Irrelevant
2177	53	1103	Partial
2178	53	1104	Irrelevant
2179	53	1119	Irrelevant
2180	53	1120	Irrelevant
2181	53	1321	Exact
2182	53	1346	Irrelevant
2183	53	1352	Irrelevant
2184	53	1490	Irrelevant
2185	53	1520	Irrelevant
2186	53	1555	Irrelevant
2187	53	1570	Irrelevant
2188	53	1584	Partial
2189	53	1627	Irrelevant
2190	53	1641	Exact
2191	53	1710	Partial
2192	54	152	Partial
2193	54	153	Partial
2194	54	294	Partial
2195	54	295	Partial
2196	54	296	Partial
2197	54	297	Exact
2198	54	298	Irrelevant
2199	54	299	Partial
2200	54	321	Exact
2201	54	322	Partial
2202	54	323	Exact
2203	54	324	Exact
2204	54	325	Exact
2205	54	326	Exact
2206	54	328	Partial
2207	54	329	Partial
2208	54	407	Exact
2209	54	494	Irrelevant
2210	54	507	Exact
2211	54	508	Exact
2212	54	509	Partial
2213	54	510	Exact
2214	54	511	Partial
2215	54	514	Exact
2216	54	515	Partial
2217	54	516	Partial
2218	54	528	Partial
2219	54	533	Irrelevant
2220	54	567	Partial
2221	54	757	Irrelevant
2222	54	840	Partial
2223	54	843	Partial
2224	54	845	Partial
2225	54	847	Partial
2226	54	849	Partial
2227	54	852	Partial
2228	54	1290	Exact
2229	54	1702	Partial
2230	54	1703	Exact
2231	55	1	Irrelevant
2232	55	43	Irrelevant
2233	55	50	Irrelevant
2234	55	57	Irrelevant
2235	55	99	Irrelevant
2236	55	100	Partial
2237	55	114	Irrelevant
2238	55	125	Irrelevant
2239	55	156	Irrelevant
2240	55	199	Exact
2241	55	356	Exact
2242	55	450	Partial
2243	55	451	Partial
2244	55	462	Irrelevant
2245	55	481	Irrelevant
2246	55	649	Partial
2247	55	746	Irrelevant
2248	55	803	Partial
2249	55	859	Irrelevant
2250	55	860	Irrelevant
2251	55	870	Irrelevant
2252	55	886	Partial
2253	55	910	Irrelevant
2254	55	950	Irrelevant
2255	55	988	Irrelevant
2256	55	1021	Partial
2257	55	1087	Partial
2258	55	1104	Partial
2259	55	1175	Partial
2260	55	1176	Partial
2261	55	1270	Exact
2262	55	1285	Irrelevant
2263	55	1361	Exact
2264	55	1363	Exact
2265	55	1412	Exact
2266	55	1441	Exact
2267	55	1492	Irrelevant
2268	55	1618	Irrelevant
2269	55	1620	Irrelevant
2270	55	1621	Irrelevant
2271	55	1664	Partial
2272	55	1684	Exact
2273	55	1690	Exact
2274	55	1705	Partial
2275	56	258	Irrelevant
2276	56	351	Irrelevant
2277	56	369	Partial
2278	56	370	Partial
2279	56	478	Irrelevant
2280	56	552	Partial
2281	56	556	Irrelevant
2282	56	566	Irrelevant
2283	56	608	Irrelevant
2284	56	610	Partial
